price,num,reason,status,operation,datetime,code
13.24,700.0,strategy_name,success,buy,2017-05-09,002039
18.68,500.0,strategy_name,success,buy,2017-05-09,300302
14.81,600.0,strategy_name,success,buy,2017-05-09,000977
16.47,600.0,strategy_name,success,buy,2017-05-09,300363
9.41,1000.0,strategy_name,success,buy,2017-05-09,603023
4.53,2200.0,strategy_name,success,buy,2017-05-09,000886
10.15,900.0,strategy_name,success,buy,2017-05-09,000533
23.69,400.0,strategy_name,success,buy,2017-05-09,600182
5.23,1900.0,strategy_name,success,buy,2017-05-09,601339
20.88,400.0,strategy_name,success,buy,2017-05-09,300497
3.31,3000.0,strategy_name,success,buy,2017-05-09,600103
19.98,500.0,strategy_name,success,buy,2017-05-09,000998
70.18,100.0,strategy_name,success,buy,2017-05-09,000028
7.13,1400.0,strategy_name,success,buy,2017-05-09,300091
6.97,1400.0,strategy_name,success,buy,2017-05-09,002437
8.31,1200.0,strategy_name,success,buy,2017-05-10,600858
5.83,1700.0,strategy_name,success,buy,2017-05-10,002385
16.9,500.0,strategy_name,success,buy,2017-05-10,300196
6.31,1500.0,strategy_name,success,buy,2017-05-10,002181
11.83,800.0,strategy_name,success,buy,2017-05-10,300365
18.42,500.0,strategy_name,success,buy,2017-05-10,600835
9.96,1000.0,strategy_name,success,buy,2017-05-10,002367
12.68,700.0,strategy_name,success,buy,2017-05-10,002295
6.4,1500.0,strategy_name,success,buy,2017-05-10,002374
5.46,1800.0,strategy_name,success,buy,2017-05-10,000543
15.15,600.0,strategy_name,success,buy,2017-05-10,002038
6.29,1500.0,strategy_name,success,buy,2017-05-10,300301
11.54,800.0,strategy_name,success,buy,2017-05-10,600597
12.32,800.0,strategy_name,success,buy,2017-05-10,000625
21.25,400.0,strategy_name,success,buy,2017-05-11,002581
5.54,1800.0,strategy_name,success,buy,2017-05-11,000863
7.28,1300.0,strategy_name,success,buy,2017-05-11,002285
6.15,1600.0,strategy_name,success,buy,2017-05-11,600828
5.46,1800.0,strategy_name,success,buy,2017-05-11,600225
25.6,300.0,strategy_name,success,buy,2017-05-11,600976
10.22,900.0,strategy_name,success,buy,2017-05-11,000533
12.45,800.0,strategy_name,success,buy,2017-05-11,002736
8.3,1200.0,strategy_name,success,buy,2017-05-11,600151
2.6,3800.0,strategy_name,success,buy,2017-05-11,600282
9.32,1000.0,strategy_name,success,buy,2017-05-11,600712
17.03,500.0,strategy_name,success,buy,2017-05-11,002364
13.75,700.0,strategy_name,success,buy,2017-05-11,000156
6.19,1600.0,strategy_name,success,buy,2017-05-11,002165
5.63,1700.0,strategy_name,success,buy,2017-05-11,000516
7.2,1300.0,strategy_name,success,buy,2017-05-11,002248
3.49,2800.0,strategy_name,success,buy,2017-05-12,600256
14.23,700.0,strategy_name,success,buy,2017-05-12,002699
17.2,500.0,strategy_name,success,buy,2017-05-12,600373
9.78,1000.0,strategy_name,success,buy,2017-05-12,002237
2.47,4000.0,strategy_name,success,buy,2017-05-12,600527
30.08,300.0,strategy_name,success,buy,2017-05-12,000869
6.67,1400.0,strategy_name,success,buy,2017-05-12,000421
5.76,1700.0,strategy_name,success,buy,2017-05-12,600828
9.05,1100.0,strategy_name,success,buy,2017-05-12,002644
19.36,500.0,strategy_name,success,buy,2017-05-12,002186
4.89,2000.0,strategy_name,success,buy,2017-05-12,600811
5.93,1600.0,strategy_name,success,buy,2017-05-12,000735
3.47,2800.0,strategy_name,success,buy,2017-05-12,000659
14.36,600.0,strategy_name,success,buy,2017-05-12,600030
20.18,400.0,strategy_name,success,buy,2017-05-12,300269
26.58,300.0,strategy_name,success,buy,2017-05-12,300203
3.0,3300.0,strategy_name,success,buy,2017-05-12,002031
18.83,500.0,strategy_name,success,buy,2017-05-12,600138
11.46,800.0,strategy_name,success,buy,2017-05-12,002187
8.9,1100.0,strategy_name,success,buy,2017-05-12,002375
10.8,900.0,strategy_name,success,buy,2017-05-12,000810
5.83,1700.0,strategy_name,success,buy,2017-05-12,002550
15.29,600.0,strategy_name,success,buy,2017-05-12,002422
9.92,1000.0,strategy_name,success,buy,2017-05-12,002293
17.46,500.0,strategy_name,success,buy,2017-05-12,600585
17.27,500.0,strategy_name,success,buy,2017-05-12,600007
9.76,1000.0,strategy_name,success,buy,2017-05-12,000705
8.71,1100.0,strategy_name,success,buy,2017-05-12,601965
4.18,2300.0,strategy_name,success,buy,2017-05-12,600269
17.76,500.0,strategy_name,success,buy,2017-05-12,002138
6.38,1500.0,strategy_name,success,buy,2017-05-12,600757
4.01,2400.0,strategy_name,success,buy,2017-05-12,601333
5.15,1900.0,strategy_name,success,buy,2017-05-12,000543
6.5,1500.0,strategy_name,success,buy,2017-05-12,300214
14.42,600.0,strategy_name,success,buy,2017-05-12,603885
3.55,2800.0,strategy_name,success,buy,2017-05-12,002498
5.07,1900.0,strategy_name,success,buy,2017-05-12,601898
3.67,2700.0,strategy_name,success,buy,2017-05-12,600252
17.67,500.0,strategy_name,success,buy,2017-05-12,000938
8.52,1100.0,strategy_name,success,buy,2017-05-12,600168
6.88,1400.0,strategy_name,success,buy,2017-05-12,300091
19.71,500.0,strategy_name,success,buy,2017-05-12,601127
8.1,1200.0,strategy_name,success,buy,2017-05-12,002629
13.99,700.0,strategy_name,success,buy,2017-05-12,603222
14.28,700.0,strategy_name,success,buy,2017-05-12,002444
12.7,700.0,strategy_name,success,buy,2017-05-12,600692
7.87,1200.0,strategy_name,success,buy,2017-05-12,000931
6.18,1600.0,strategy_name,success,buy,2017-05-12,600067
7.84,1200.0,strategy_name,success,buy,2017-05-12,600800
5.52,1800.0,strategy_name,success,buy,2017-05-12,000516
4.07,2400.0,strategy_name,success,buy,2017-05-12,002305
17.89,500.0,strategy_name,success,buy,2017-05-12,603168
14.23,700.0,strategy_name,success,buy,2017-05-15,002699
8.35,1100.0,strategy_name,success,buy,2017-05-15,000665
7.46,1300.0,strategy_name,success,buy,2017-05-15,002652
7.29,1300.0,strategy_name,success,buy,2017-05-15,600712
6.8,1400.0,strategy_name,success,buy,2017-05-15,002248
10.02,900.0,strategy_name,success,buy,2017-05-16,600807
7.8,1200.0,strategy_name,success,buy,2017-05-16,002015
10.71,900.0,strategy_name,success,buy,2017-05-16,600367
4.85,1800.0,strategy_name,success,buy,2017-05-16,600226
,,insufficient fund,fail,buy,2017-05-16,000631
,,insufficient fund,fail,buy,2017-05-16,600976
,,insufficient fund,fail,buy,2017-05-16,300365
,,insufficient fund,fail,buy,2017-05-16,600143
,,insufficient fund,fail,buy,2017-05-16,300091
,,insufficient fund,fail,buy,2017-05-17,600807
,,insufficient fund,fail,buy,2017-05-17,300494
,,insufficient fund,fail,buy,2017-05-17,002366
,,insufficient fund,fail,buy,2017-05-17,600053
,,insufficient fund,fail,buy,2017-05-17,300363
,,insufficient fund,fail,buy,2017-05-17,000404
,,insufficient fund,fail,buy,2017-05-17,002181
,,insufficient fund,fail,buy,2017-05-17,600211
,,insufficient fund,fail,buy,2017-05-17,000738
,,insufficient fund,fail,buy,2017-05-17,600143
,,insufficient fund,fail,buy,2017-05-17,600650
,,insufficient fund,fail,buy,2017-05-17,600835
,,insufficient fund,fail,buy,2017-05-17,002293
,,insufficient fund,fail,buy,2017-05-17,600736
,,insufficient fund,fail,buy,2017-05-17,600118
,,insufficient fund,fail,buy,2017-05-17,002657
,,insufficient fund,fail,buy,2017-05-17,000635
,,insufficient fund,fail,buy,2017-05-17,002244
,,insufficient fund,fail,buy,2017-05-17,002247
,,insufficient fund,fail,buy,2017-05-17,600876
,,insufficient fund,fail,buy,2017-05-17,000521
,,insufficient fund,fail,buy,2017-05-17,002568
,,insufficient fund,fail,buy,2017-05-18,002443
,,insufficient fund,fail,buy,2017-05-19,600820
,,insufficient fund,fail,buy,2017-05-19,600804
,,insufficient fund,fail,buy,2017-05-22,600481
,,insufficient fund,fail,buy,2017-05-23,000900
,,insufficient fund,fail,buy,2017-05-23,601377
,,insufficient fund,fail,buy,2017-05-23,600481
,,insufficient fund,fail,buy,2017-05-23,002500
,,insufficient fund,fail,buy,2017-05-23,600816
,,insufficient fund,fail,buy,2017-05-23,002736
,,insufficient fund,fail,buy,2017-05-23,601928
,,insufficient fund,fail,buy,2017-05-23,600061
,,insufficient fund,fail,buy,2017-05-23,300131
,,insufficient fund,fail,buy,2017-05-23,600755
,,insufficient fund,fail,buy,2017-05-23,600389
,,insufficient fund,fail,buy,2017-05-23,300039
,,insufficient fund,fail,buy,2017-05-23,600073
,,insufficient fund,fail,buy,2017-05-23,601555
,,insufficient fund,fail,buy,2017-05-23,600369
,,insufficient fund,fail,buy,2017-05-23,600452
,,insufficient fund,fail,buy,2017-05-23,300184
,,insufficient fund,fail,buy,2017-05-23,000750
,,insufficient fund,fail,buy,2017-05-23,600252
,,insufficient fund,fail,buy,2017-05-23,601198
,,insufficient fund,fail,buy,2017-05-23,603222
,,insufficient fund,fail,buy,2017-05-23,000719
,,insufficient fund,fail,buy,2017-05-23,000560
,,insufficient fund,fail,buy,2017-05-23,600958
17.03,500.0,stop_loss,success,sell,2017-05-24,002364
17.57,300.0,strategy_name,success,buy,2017-05-24,600539
7.42,100.0,strategy_name,success,buy,2017-05-24,600094
,,insufficient fund,fail,buy,2017-05-24,002666
,,insufficient fund,fail,buy,2017-05-24,002470
,,insufficient fund,fail,buy,2017-05-24,300280
,,insufficient fund,fail,buy,2017-05-24,002081
,,insufficient fund,fail,buy,2017-05-24,002550
,,insufficient fund,fail,buy,2017-05-24,300396
,,insufficient fund,fail,buy,2017-05-24,603968
,,insufficient fund,fail,buy,2017-05-24,600919
,,insufficient fund,fail,buy,2017-05-24,002185
,,insufficient fund,fail,buy,2017-05-24,002262
,,insufficient fund,fail,buy,2017-05-24,002047
,,insufficient fund,fail,buy,2017-05-24,600180
,,insufficient fund,fail,buy,2017-05-24,000815
8.17,2300.0,stop_loss,success,sell,2017-05-25,600712
12.58,700.0,strategy_name,success,buy,2017-05-25,600234
11.84,500.0,strategy_name,success,buy,2017-05-25,002295
,,insufficient fund,fail,buy,2017-05-25,600735
,,insufficient fund,fail,buy,2017-05-25,000998
,,insufficient fund,fail,buy,2017-05-25,600329
,,insufficient fund,fail,buy,2017-05-25,600557
,,insufficient fund,fail,buy,2017-05-25,600804
,,insufficient fund,fail,buy,2017-05-25,600848
,,insufficient fund,fail,buy,2017-05-25,300190
,,insufficient fund,fail,buy,2017-05-26,002073
,,insufficient fund,fail,buy,2017-05-26,300196
6.76,100.0,strategy_name,success,buy,2017-05-26,603333
,,insufficient fund,fail,buy,2017-05-26,300557
,,insufficient fund,fail,buy,2017-05-26,600261
,,insufficient fund,fail,buy,2017-05-26,600265
,,insufficient fund,fail,buy,2017-05-26,000919
,,insufficient fund,fail,buy,2017-05-26,300497
,,insufficient fund,fail,buy,2017-05-26,600735
,,insufficient fund,fail,buy,2017-05-26,600768
,,insufficient fund,fail,buy,2017-05-26,600139
,,insufficient fund,fail,buy,2017-05-26,600551
,,insufficient fund,fail,buy,2017-05-26,600520
,,insufficient fund,fail,buy,2017-05-26,600851
,,insufficient fund,fail,buy,2017-05-26,603398
,,insufficient fund,fail,buy,2017-05-26,002092
,,insufficient fund,fail,buy,2017-05-26,002103
,,insufficient fund,fail,buy,2017-05-26,002802
,,insufficient fund,fail,buy,2017-05-31,000698
,,insufficient fund,fail,buy,2017-05-31,300408
,,insufficient fund,fail,buy,2017-05-31,600804
,,insufficient fund,fail,buy,2017-05-31,603398
,,insufficient fund,fail,buy,2017-05-31,002802
,,insufficient fund,fail,buy,2017-06-01,300285
,,insufficient fund,fail,buy,2017-06-01,002706
,,insufficient fund,fail,buy,2017-06-01,002064
,,insufficient fund,fail,buy,2017-06-01,000990
,,insufficient fund,fail,buy,2017-06-01,300526
,,insufficient fund,fail,buy,2017-06-01,002153
,,insufficient fund,fail,buy,2017-06-01,601882
,,insufficient fund,fail,buy,2017-06-01,300279
,,insufficient fund,fail,buy,2017-06-01,002422
,,insufficient fund,fail,buy,2017-06-01,603368
,,insufficient fund,fail,buy,2017-06-01,600736
,,insufficient fund,fail,buy,2017-06-01,002632
,,insufficient fund,fail,buy,2017-06-01,300204
,,insufficient fund,fail,buy,2017-06-01,600299
,,insufficient fund,fail,buy,2017-06-01,600520
,,insufficient fund,fail,buy,2017-06-01,600180
,,insufficient fund,fail,buy,2017-06-01,002087
,,insufficient fund,fail,buy,2017-06-02,600567
,,insufficient fund,fail,buy,2017-06-02,300097
,,insufficient fund,fail,buy,2017-06-02,000929
,,insufficient fund,fail,buy,2017-06-02,300235
,,insufficient fund,fail,buy,2017-06-02,600992
,,insufficient fund,fail,buy,2017-06-02,600580
,,insufficient fund,fail,buy,2017-06-02,002213
,,insufficient fund,fail,buy,2017-06-02,002138
,,insufficient fund,fail,buy,2017-06-02,002200
,,insufficient fund,fail,buy,2017-06-02,600173
,,insufficient fund,fail,buy,2017-06-02,300091
,,insufficient fund,fail,buy,2017-06-02,002468
,,insufficient fund,fail,buy,2017-06-02,600121
4.07,2400.0,stop_profit,success,sell,2017-06-05,002305
19.06,500.0,strategy_name,success,buy,2017-06-05,002366
6.66,900.0,strategy_name,success,buy,2017-06-05,000510
,,insufficient fund,fail,buy,2017-06-05,002088
,,insufficient fund,fail,buy,2017-06-05,300235
,,insufficient fund,fail,buy,2017-06-05,600265
,,insufficient fund,fail,buy,2017-06-05,002367
,,insufficient fund,fail,buy,2017-06-05,002422
,,insufficient fund,fail,buy,2017-06-05,300309
,,insufficient fund,fail,buy,2017-06-05,002680
,,insufficient fund,fail,buy,2017-06-05,600315
,,insufficient fund,fail,buy,2017-06-05,300439
,,insufficient fund,fail,buy,2017-06-05,002301
,,insufficient fund,fail,buy,2017-06-05,601177
,,insufficient fund,fail,buy,2017-06-06,601005
,,insufficient fund,fail,buy,2017-06-06,002145
,,insufficient fund,fail,buy,2017-06-06,000529
,,insufficient fund,fail,buy,2017-06-06,002370
,,insufficient fund,fail,buy,2017-06-07,601005
,,insufficient fund,fail,buy,2017-06-07,600539
,,insufficient fund,fail,buy,2017-06-07,600992
,,insufficient fund,fail,buy,2017-06-07,600299
,,insufficient fund,fail,buy,2017-06-08,601005
,,insufficient fund,fail,buy,2017-06-08,600539
,,insufficient fund,fail,buy,2017-06-08,002843
,,insufficient fund,fail,buy,2017-06-08,600207
,,insufficient fund,fail,buy,2017-06-08,600963
,,insufficient fund,fail,buy,2017-06-08,600705
,,insufficient fund,fail,buy,2017-06-08,600882
,,insufficient fund,fail,buy,2017-06-09,000033
,,insufficient fund,fail,buy,2017-06-12,002085
,,insufficient fund,fail,buy,2017-06-12,000033
,,insufficient fund,fail,buy,2017-06-13,300285
,,insufficient fund,fail,buy,2017-06-13,300156
,,insufficient fund,fail,buy,2017-06-13,600420
,,insufficient fund,fail,buy,2017-06-13,600882
,,insufficient fund,fail,buy,2017-06-13,300025
,,insufficient fund,fail,buy,2017-06-13,002221
,,insufficient fund,fail,buy,2017-06-13,600713
,,insufficient fund,fail,buy,2017-06-13,300265
,,insufficient fund,fail,buy,2017-06-14,002712
,,insufficient fund,fail,buy,2017-06-14,002134
,,insufficient fund,fail,buy,2017-06-14,000033
,,insufficient fund,fail,buy,2017-06-15,000711
,,insufficient fund,fail,buy,2017-06-15,000033
,,insufficient fund,fail,buy,2017-06-16,002712
,,insufficient fund,fail,buy,2017-06-16,600137
,,insufficient fund,fail,buy,2017-06-19,000526
,,insufficient fund,fail,buy,2017-06-19,000004
,,insufficient fund,fail,buy,2017-06-20,000526
,,insufficient fund,fail,buy,2017-06-20,000150
,,insufficient fund,fail,buy,2017-06-21,000526
,,insufficient fund,fail,buy,2017-06-21,603559
,,insufficient fund,fail,buy,2017-06-21,002254
,,insufficient fund,fail,buy,2017-06-22,002846
,,insufficient fund,fail,buy,2017-06-22,002134
,,insufficient fund,fail,buy,2017-06-22,600137
,,insufficient fund,fail,buy,2017-06-22,300338
,,insufficient fund,fail,buy,2017-06-23,002058
,,insufficient fund,fail,buy,2017-06-23,000687
,,insufficient fund,fail,buy,2017-06-23,000818
,,insufficient fund,fail,buy,2017-06-23,002134
,,insufficient fund,fail,buy,2017-06-23,000042
,,insufficient fund,fail,buy,2017-06-23,002188
,,insufficient fund,fail,buy,2017-06-23,600537
,,insufficient fund,fail,buy,2017-06-26,002565
,,insufficient fund,fail,buy,2017-06-26,000529
,,insufficient fund,fail,buy,2017-06-26,002339
,,insufficient fund,fail,buy,2017-06-27,300095
,,insufficient fund,fail,buy,2017-06-28,300341
,,insufficient fund,fail,buy,2017-06-28,300406
,,insufficient fund,fail,buy,2017-06-29,600387
,,insufficient fund,fail,buy,2017-06-30,002021
,,insufficient fund,fail,buy,2017-06-30,300196
,,insufficient fund,fail,buy,2017-06-30,300168
,,insufficient fund,fail,buy,2017-06-30,300057
,,insufficient fund,fail,buy,2017-06-30,600211
,,insufficient fund,fail,buy,2017-06-30,000608
,,insufficient fund,fail,buy,2017-06-30,300369
,,insufficient fund,fail,buy,2017-06-30,600785
,,insufficient fund,fail,buy,2017-06-30,600693
,,insufficient fund,fail,buy,2017-07-03,000591
,,insufficient fund,fail,buy,2017-07-03,002387
,,insufficient fund,fail,buy,2017-07-03,300426
,,insufficient fund,fail,buy,2017-07-03,000982
,,insufficient fund,fail,buy,2017-07-03,300319
,,insufficient fund,fail,buy,2017-07-04,300363
,,insufficient fund,fail,buy,2017-07-04,300269
,,insufficient fund,fail,buy,2017-07-05,600109
,,insufficient fund,fail,buy,2017-07-05,002563
6.66,900.0,stop_profit,success,sell,2017-07-06,000510
11.45,700.0,strategy_name,success,buy,2017-07-06,300167
,,insufficient fund,fail,buy,2017-07-06,002025
,,insufficient fund,fail,buy,2017-07-06,000608
,,insufficient fund,fail,buy,2017-07-07,603556
,,insufficient fund,fail,buy,2017-07-07,600575
,,insufficient fund,fail,buy,2017-07-07,000534
,,insufficient fund,fail,buy,2017-07-07,603918
,,insufficient fund,fail,buy,2017-07-10,002531
,,insufficient fund,fail,buy,2017-07-10,603566
,,insufficient fund,fail,buy,2017-07-11,300273
,,insufficient fund,fail,buy,2017-07-11,000096
,,insufficient fund,fail,buy,2017-07-11,000585
,,insufficient fund,fail,buy,2017-07-11,300370
,,insufficient fund,fail,buy,2017-07-11,600738
,,insufficient fund,fail,buy,2017-07-11,300182
,,insufficient fund,fail,buy,2017-07-11,600577
,,insufficient fund,fail,buy,2017-07-12,601126
,,insufficient fund,fail,buy,2017-07-12,600007
,,insufficient fund,fail,buy,2017-07-12,300293
,,insufficient fund,fail,buy,2017-07-12,600687
,,insufficient fund,fail,buy,2017-07-12,603222
,,insufficient fund,fail,buy,2017-07-12,300485
,,insufficient fund,fail,buy,2017-07-13,600475
,,insufficient fund,fail,buy,2017-07-13,002775
,,insufficient fund,fail,buy,2017-07-13,300113
,,insufficient fund,fail,buy,2017-07-13,600617
,,insufficient fund,fail,buy,2017-07-13,601991
,,insufficient fund,fail,buy,2017-07-13,300168
,,insufficient fund,fail,buy,2017-07-13,000920
,,insufficient fund,fail,buy,2017-07-13,600161
,,insufficient fund,fail,buy,2017-07-13,600246
,,insufficient fund,fail,buy,2017-07-13,300518
,,insufficient fund,fail,buy,2017-07-13,300287
,,insufficient fund,fail,buy,2017-07-13,000068
,,insufficient fund,fail,buy,2017-07-13,300339
,,insufficient fund,fail,buy,2017-07-13,000848
,,insufficient fund,fail,buy,2017-07-13,600719
,,insufficient fund,fail,buy,2017-07-14,002706
,,insufficient fund,fail,buy,2017-07-14,600771
,,insufficient fund,fail,buy,2017-07-14,300069
,,insufficient fund,fail,buy,2017-07-14,000153
,,insufficient fund,fail,buy,2017-07-14,603866
,,insufficient fund,fail,buy,2017-07-14,300518
,,insufficient fund,fail,buy,2017-07-14,000531
16.9,500.0,stop_loss,success,sell,2017-07-17,300196
6.71,1000.0,strategy_name,success,buy,2017-07-17,002270
,,insufficient fund,fail,buy,2017-07-17,002021
,,insufficient fund,fail,buy,2017-07-17,600187
,,insufficient fund,fail,buy,2017-07-17,300550
,,insufficient fund,fail,buy,2017-07-17,002513
,,insufficient fund,fail,buy,2017-07-17,000687
,,insufficient fund,fail,buy,2017-07-17,000819
,,insufficient fund,fail,buy,2017-07-17,300558
,,insufficient fund,fail,buy,2017-07-17,603069
,,insufficient fund,fail,buy,2017-07-17,002400
,,insufficient fund,fail,buy,2017-07-17,603729
,,insufficient fund,fail,buy,2017-07-17,300225
,,insufficient fund,fail,buy,2017-07-17,300079
,,insufficient fund,fail,buy,2017-07-17,300419
,,insufficient fund,fail,buy,2017-07-17,300018
,,insufficient fund,fail,buy,2017-07-17,300403
,,insufficient fund,fail,buy,2017-07-17,300538
,,insufficient fund,fail,buy,2017-07-17,000702
,,insufficient fund,fail,buy,2017-07-17,000892
,,insufficient fund,fail,buy,2017-07-17,002268
,,insufficient fund,fail,buy,2017-07-17,002774
,,insufficient fund,fail,buy,2017-07-17,300139
,,insufficient fund,fail,buy,2017-07-17,601226
,,insufficient fund,fail,buy,2017-07-17,002825
,,insufficient fund,fail,buy,2017-07-17,000826
,,insufficient fund,fail,buy,2017-07-17,002630
,,insufficient fund,fail,buy,2017-07-17,300368
,,insufficient fund,fail,buy,2017-07-17,300541
,,insufficient fund,fail,buy,2017-07-17,000918
,,insufficient fund,fail,buy,2017-07-17,300651
,,insufficient fund,fail,buy,2017-07-17,300433
,,insufficient fund,fail,buy,2017-07-17,300543
,,insufficient fund,fail,buy,2017-07-17,300551
,,insufficient fund,fail,buy,2017-07-17,300442
,,insufficient fund,fail,buy,2017-07-17,300051
,,insufficient fund,fail,buy,2017-07-17,002588
6.31,1500.0,stop_loss,success,sell,2017-07-18,002181
13.37,500.0,strategy_name,success,buy,2017-07-18,002292
,,insufficient fund,fail,buy,2017-07-18,600847
7.43,100.0,strategy_name,success,buy,2017-07-18,002285
,,insufficient fund,fail,buy,2017-07-18,000972
,,insufficient fund,fail,buy,2017-07-18,000035
,,insufficient fund,fail,buy,2017-07-18,601139
,,insufficient fund,fail,buy,2017-07-18,002517
,,insufficient fund,fail,buy,2017-07-18,600995
,,insufficient fund,fail,buy,2017-07-18,002005
,,insufficient fund,fail,buy,2017-07-18,002850
,,insufficient fund,fail,buy,2017-07-18,600027
,,insufficient fund,fail,buy,2017-07-18,002198
,,insufficient fund,fail,buy,2017-07-18,300129
,,insufficient fund,fail,buy,2017-07-18,601158
,,insufficient fund,fail,buy,2017-07-18,002202
,,insufficient fund,fail,buy,2017-07-18,002147
,,insufficient fund,fail,buy,2017-07-18,002100
,,insufficient fund,fail,buy,2017-07-18,002543
,,insufficient fund,fail,buy,2017-07-18,000541
,,insufficient fund,fail,buy,2017-07-18,002267
,,insufficient fund,fail,buy,2017-07-18,600166
,,insufficient fund,fail,buy,2017-07-18,600755
,,insufficient fund,fail,buy,2017-07-18,002370
,,insufficient fund,fail,buy,2017-07-18,002675
,,insufficient fund,fail,buy,2017-07-18,600726
,,insufficient fund,fail,buy,2017-07-18,002507
,,insufficient fund,fail,buy,2017-07-18,603566
,,insufficient fund,fail,buy,2017-07-18,600252
,,insufficient fund,fail,buy,2017-07-18,300543
,,insufficient fund,fail,buy,2017-07-18,603222
,,insufficient fund,fail,buy,2017-07-18,002244
,,insufficient fund,fail,buy,2017-07-18,600319
,,insufficient fund,fail,buy,2017-07-18,600060
,,insufficient fund,fail,buy,2017-07-18,600614
18.68,500.0,stop_loss,success,sell,2017-07-19,300302
31.07,200.0,strategy_name,success,buy,2017-07-19,600053
,,insufficient fund,fail,buy,2017-07-19,002656
,,insufficient fund,fail,buy,2017-07-19,300033
,,insufficient fund,fail,buy,2017-07-19,600680
,,insufficient fund,fail,buy,2017-07-19,002049
6.22,100.0,strategy_name,success,buy,2017-07-19,000691
,,insufficient fund,fail,buy,2017-07-19,002675
,,insufficient fund,fail,buy,2017-07-19,000710
,,insufficient fund,fail,buy,2017-07-19,603885
,,insufficient fund,fail,buy,2017-07-19,002175
,,insufficient fund,fail,buy,2017-07-20,600054
,,insufficient fund,fail,buy,2017-07-20,600278
,,insufficient fund,fail,buy,2017-07-20,601126
,,insufficient fund,fail,buy,2017-07-20,002123
,,insufficient fund,fail,buy,2017-07-20,002151
,,insufficient fund,fail,buy,2017-07-20,600986
,,insufficient fund,fail,buy,2017-07-20,300174
,,insufficient fund,fail,buy,2017-07-20,603355
,,insufficient fund,fail,buy,2017-07-20,603866
,,insufficient fund,fail,buy,2017-07-20,000705
,,insufficient fund,fail,buy,2017-07-20,002369
,,insufficient fund,fail,buy,2017-07-20,002770
,,insufficient fund,fail,buy,2017-07-20,601777
,,insufficient fund,fail,buy,2017-07-20,600439
,,insufficient fund,fail,buy,2017-07-20,000034
,,insufficient fund,fail,buy,2017-07-20,002024
,,insufficient fund,fail,buy,2017-07-20,002818
,,insufficient fund,fail,buy,2017-07-20,300406
,,insufficient fund,fail,buy,2017-07-20,300451
,,insufficient fund,fail,buy,2017-07-20,002216
,,insufficient fund,fail,buy,2017-07-21,603330
,,insufficient fund,fail,buy,2017-07-21,000697
,,insufficient fund,fail,buy,2017-07-21,300468
,,insufficient fund,fail,buy,2017-07-21,002656
,,insufficient fund,fail,buy,2017-07-21,603038
,,insufficient fund,fail,buy,2017-07-21,002390
,,insufficient fund,fail,buy,2017-07-21,300411
,,insufficient fund,fail,buy,2017-07-21,300497
,,insufficient fund,fail,buy,2017-07-21,002213
,,insufficient fund,fail,buy,2017-07-21,002370
,,insufficient fund,fail,buy,2017-07-21,000908
,,insufficient fund,fail,buy,2017-07-21,603718
,,insufficient fund,fail,buy,2017-07-21,603158
,,insufficient fund,fail,buy,2017-07-21,300441
,,insufficient fund,fail,buy,2017-07-21,600520
,,insufficient fund,fail,buy,2017-07-21,603060
,,insufficient fund,fail,buy,2017-07-24,600462
,,insufficient fund,fail,buy,2017-07-24,002117
,,insufficient fund,fail,buy,2017-07-24,300031
,,insufficient fund,fail,buy,2017-07-24,300118
,,insufficient fund,fail,buy,2017-07-24,600976
,,insufficient fund,fail,buy,2017-07-24,600070
,,insufficient fund,fail,buy,2017-07-24,002186
,,insufficient fund,fail,buy,2017-07-24,300394
,,insufficient fund,fail,buy,2017-07-24,600149
,,insufficient fund,fail,buy,2017-07-24,600007
,,insufficient fund,fail,buy,2017-07-24,002548
,,insufficient fund,fail,buy,2017-07-24,300294
,,insufficient fund,fail,buy,2017-07-24,002698
,,insufficient fund,fail,buy,2017-07-24,600090
,,insufficient fund,fail,buy,2017-07-25,300227
,,insufficient fund,fail,buy,2017-07-25,300166
,,insufficient fund,fail,buy,2017-07-25,300144
,,insufficient fund,fail,buy,2017-07-25,603966
,,insufficient fund,fail,buy,2017-07-25,000035
,,insufficient fund,fail,buy,2017-07-25,002528
,,insufficient fund,fail,buy,2017-07-25,000819
,,insufficient fund,fail,buy,2017-07-25,600584
,,insufficient fund,fail,buy,2017-07-25,600771
,,insufficient fund,fail,buy,2017-07-25,002198
,,insufficient fund,fail,buy,2017-07-25,002255
,,insufficient fund,fail,buy,2017-07-25,601798
,,insufficient fund,fail,buy,2017-07-25,300282
,,insufficient fund,fail,buy,2017-07-25,300453
,,insufficient fund,fail,buy,2017-07-25,601928
,,insufficient fund,fail,buy,2017-07-25,002592
,,insufficient fund,fail,buy,2017-07-25,603866
,,insufficient fund,fail,buy,2017-07-25,603636
,,insufficient fund,fail,buy,2017-07-25,300002
,,insufficient fund,fail,buy,2017-07-25,002825
,,insufficient fund,fail,buy,2017-07-25,002873
,,insufficient fund,fail,buy,2017-07-25,300447
,,insufficient fund,fail,buy,2017-07-25,002065
,,insufficient fund,fail,buy,2017-07-25,600536
,,insufficient fund,fail,buy,2017-07-25,000953
,,insufficient fund,fail,buy,2017-07-25,002010
,,insufficient fund,fail,buy,2017-07-25,002629
,,insufficient fund,fail,buy,2017-07-25,603266
